,ngram,age,words,lookup_index,child,length
393,BC,2.0,"('is', 'that')",316,Alex (Providence),2
394,ABC,2.0,"('what', 'is', 'that')",316,Alex (Providence),3
395,AB,2.0,"('what', 'is')",317,Alex (Providence),2
396,BC,2.0,"('is', 'this')",317,Alex (Providence),2
397,ABC,2.0,"('what', 'is', 'this')",317,Alex (Providence),3
398,AB,2.0,"('what', 'is')",318,Alex (Providence),2
399,BC,2.0,"('is', 'that')",318,Alex (Providence),2
400,ABC,2.0,"('what', 'is', 'that')",318,Alex (Providence),3
401,AB,2.0,"('what', 'is')",319,Alex (Providence),2
402,BC,2.0,"('is', 'it')",319,Alex (Providence),2
403,ABC,2.0,"('what', 'is', 'it')",319,Alex (Providence),3
404,AB,2.0,"('what', 'is')",320,Alex (Providence),2
405,BC,2.0,"('is', 'this')",320,Alex (Providence),2
406,ABC,2.0,"('what', 'is', 'this')",320,Alex (Providence),3
407,AB,2.0,"('oh', 'what')",321,Alex (Providence),2
408,BC,2.0,"('what', 'that')",321,Alex (Providence),2
409,ABC,2.0,"('oh', 'what', 'that')",321,Alex (Providence),3
410,AA,2.0,"('Mommy', 'Mommy')",322,Alex (Providence),2
411,AA,2.0,"('Mommy', 'Mommy')",322,Alex (Providence),2
412,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",322,Alex (Providence),3
413,AB,2.0,"('e', 'a')",323,Alex (Providence),2
414,BC,2.0,"('a', 'u')",323,Alex (Providence),2
415,ABC,2.0,"('e', 'a', 'u')",323,Alex (Providence),3
416,AB,2.0,"('oh', 'what')",324,Alex (Providence),2
417,BC,2.0,"('what', 'that')",324,Alex (Providence),2
418,ABC,2.0,"('oh', 'what', 'that')",324,Alex (Providence),3
419,AA,2.0,"('what', 'what')",325,Alex (Providence),2
420,AB,2.0,"('what', 'is')",325,Alex (Providence),2
421,BC,2.0,"('is', 'that')",325,Alex (Providence),2
422,AAB,2.0,"('what', 'what', 'is')",325,Alex (Providence),3
423,ABC,2.0,"('what', 'is', 'that')",325,Alex (Providence),3
424,AABC,2.0,"('what', 'what', 'is', 'that')",325,Alex (Providence),4
425,AB,2.0,"('what', 'is')",326,Alex (Providence),2
426,BC,2.0,"('is', 'this')",326,Alex (Providence),2
427,CC,2.0,"('this', 'this')",326,Alex (Providence),2
428,ABC,2.0,"('what', 'is', 'this')",326,Alex (Providence),3
429,BCC,2.0,"('is', 'this', 'this')",326,Alex (Providence),3
430,ABCC,2.0,"('what', 'is', 'this', 'this')",326,Alex (Providence),4
431,AB,2.0,"('what', 'is')",327,Alex (Providence),2
432,BC,2.0,"('is', 'this')",327,Alex (Providence),2
433,CD,2.0,"('this', 'two')",327,Alex (Providence),2
434,ABC,2.0,"('what', 'is', 'this')",327,Alex (Providence),3
435,BCD,2.0,"('is', 'this', 'two')",327,Alex (Providence),3
436,ABCD,2.0,"('what', 'is', 'this', 'two')",327,Alex (Providence),4
437,AB,2.0,"('b', 'e')",328,Alex (Providence),2
438,BC,2.0,"('e', 'a')",328,Alex (Providence),2
439,CD,2.0,"('a', 'o')",328,Alex (Providence),2
440,ABC,2.0,"('b', 'e', 'a')",328,Alex (Providence),3
441,BCD,2.0,"('e', 'a', 'o')",328,Alex (Providence),3
442,ABCD,2.0,"('b', 'e', 'a', 'o')",328,Alex (Providence),4
443,AB,2.0,"('b', 'i')",329,Alex (Providence),2
444,BC,2.0,"('i', 'o')",329,Alex (Providence),2
445,CA,2.0,"('o', 'b')",329,Alex (Providence),2
446,AA,2.0,"('b', 'b')",329,Alex (Providence),2
447,AA,2.0,"('b', 'b')",329,Alex (Providence),2
448,ABC,2.0,"('b', 'i', 'o')",329,Alex (Providence),3
449,BCA,2.0,"('i', 'o', 'b')",329,Alex (Providence),3
450,CAA,2.0,"('o', 'b', 'b')",329,Alex (Providence),3
451,AAA,2.0,"('b', 'b', 'b')",329,Alex (Providence),3
452,ABCA,2.0,"('b', 'i', 'o', 'b')",329,Alex (Providence),4
453,BCAA,2.0,"('i', 'o', 'b', 'b')",329,Alex (Providence),4
454,CAAA,2.0,"('o', 'b', 'b', 'b')",329,Alex (Providence),4
455,AB,1.4,"('hi', 'tape')",517,Ethan (Providence),2
456,AA,1.4,"('up', 'up')",518,Ethan (Providence),2
457,AA,1.4,"('chicken', 'chicken')",519,Ethan (Providence),2
458,AB,1.4,"('back', 'on')",520,Ethan (Providence),2
459,AB,1.4,"('a', 'byebye')",521,Ethan (Providence),2
460,AB,1.4,"('apple', 'cup')",522,Ethan (Providence),2
461,AA,1.4,"('up', 'up')",523,Ethan (Providence),2
462,AB,1.4,"('hot', 'tea')",524,Ethan (Providence),2
463,AA,1.4,"('up', 'up')",525,Ethan (Providence),2
464,AB,1.5,"('up', 'down')",1176,Ethan (Providence),2
465,AB,1.5,"('camera', 'too')",1177,Ethan (Providence),2
466,AB,1.5,"('star', 'too')",1178,Ethan (Providence),2
467,AB,1.5,"('up', 'down')",1179,Ethan (Providence),2
468,AB,1.5,"('tick', 'tock')",1180,Ethan (Providence),2
469,AA,1.5,"('black', 'black')",1181,Ethan (Providence),2
470,AB,1.5,"('I', 'too')",1182,Ethan (Providence),2
471,AB,1.5,"('I', 'too')",1183,Ethan (Providence),2
472,AB,1.5,"('I', 'too')",1184,Ethan (Providence),2
473,AB,1.5,"('a', 'cookie')",1185,Ethan (Providence),2
474,AA,1.5,"('daddy', 'daddy')",1186,Ethan (Providence),2
475,AA,1.5,"('windy', 'windy')",1187,Ethan (Providence),2
476,AB,1.5,"('windy', 'you')",1188,Ethan (Providence),2
477,AA,1.5,"('knock', 'knock')",1189,Ethan (Providence),2
478,AB,1.5,"('a', 'book')",1190,Ethan (Providence),2
479,AA,1.5,"('squish', 'squish')",1191,Ethan (Providence),2
480,AB,1.5,"('open', 'shut')",1192,Ethan (Providence),2
481,AA,1.5,"('wide', 'wide')",1193,Ethan (Providence),2
482,AA,1.5,"('bye', 'bye')",1194,Ethan (Providence),2
483,AA,1.5,"('tweet', 'tweet')",1195,Ethan (Providence),2
484,AB,1.5,"('daddy', 'too')",1196,Ethan (Providence),2
485,AA,1.5,"('daddy', 'daddy')",1197,Ethan (Providence),2
486,AA,1.5,"('moon', 'moon')",1198,Ethan (Providence),2
487,AB,1.5,"('book', 'too')",1199,Ethan (Providence),2
488,AB,1.5,"('book', 'too')",1200,Ethan (Providence),2
489,AB,1.5,"('a', 'napkin')",1201,Ethan (Providence),2
490,AB,1.5,"('little', 'boy')",1202,Ethan (Providence),2
491,AA,1.5,"('napkin', 'napkin')",1203,Ethan (Providence),2
492,AB,1.5,"('monkey', 'do')",1204,Ethan (Providence),2
493,AA,1.5,"('more', 'more')",1205,Ethan (Providence),2
494,AB,1.5,"('camera', 'too')",1206,Ethan (Providence),2
495,AB,1.5,"('scoop', 'hand')",1207,Ethan (Providence),2
496,AB,1.5,"('a', 'book')",1208,Ethan (Providence),2
497,AB,1.5,"('hi', 'ho')",1209,Ethan (Providence),2
498,AB,1.5,"('hat', 'train')",1210,Ethan (Providence),2
499,AA,1.5,"('wheel', 'wheel')",1211,Ethan (Providence),2
500,AA,1.5,"('piece', 'piece')",1212,Ethan (Providence),2
501,AB,1.5,"('track', 'two')",1213,Ethan (Providence),2
502,AB,1.5,"('sign', 'too')",1214,Ethan (Providence),2
503,AA,1.5,"('up', 'up')",1215,Ethan (Providence),2
504,AB,1.5,"('down', 'up')",1216,Ethan (Providence),2
505,AB,1.5,"('open', 'shut')",1217,Ethan (Providence),2
506,AB,1.5,"('open', 'wide')",1218,Ethan (Providence),2
507,AB,1.5,"('key', 'opens')",1219,Ethan (Providence),2
508,AB,1.5,"('open', 'shut')",1220,Ethan (Providence),2
509,AA,1.5,"('bye', 'bye')",1221,Ethan (Providence),2
510,AA,1.5,"('more', 'more')",1222,Ethan (Providence),2
511,AA,1.5,"('bottle', 'bottle')",1223,Ethan (Providence),2
512,AB,1.5,"('red', 'dog')",1224,Ethan (Providence),2
513,AB,1.5,"('Clifford', 'doggy')",1225,Ethan (Providence),2
514,AA,1.5,"('doggy', 'doggy')",1226,Ethan (Providence),2
515,AB,1.5,"('hot', 'tea')",1227,Ethan (Providence),2
516,AA,1.5,"('door', 'door')",1228,Ethan (Providence),2
517,AB,1.5,"('no', 'door')",1229,Ethan (Providence),2
518,AB,1.5,"('door', 'two')",1230,Ethan (Providence),2
519,AB,1.5,"('going', 'gone')",1231,Ethan (Providence),2
520,AB,1.5,"('oh', 'yeah')",1232,Ethan (Providence),2
521,AB,1.5,"('open', 'shut')",1233,Ethan (Providence),2
522,AB,1.5,"('open', 'shut')",1234,Ethan (Providence),2
523,AB,1.5,"('color', 'blue')",1235,Ethan (Providence),2
524,AB,1.5,"('green', 'there')",1236,Ethan (Providence),2
525,AB,1.5,"('hot', 'tea')",1237,Ethan (Providence),2
526,AB,1.5,"('bottle', 'rolling')",1238,Ethan (Providence),2
527,AB,1.5,"('mommy', 'say')",1239,Ethan (Providence),2
528,AA,1.5,"('Ethan', 'Ethan')",1240,Ethan (Providence),2
529,AB,1.5,"('mommy', 'say')",1241,Ethan (Providence),2
530,AA,1.5,"('Ethan', 'Ethan')",1242,Ethan (Providence),2
531,AA,1.5,"('Thomas', 'Thomas')",1243,Ethan (Providence),2
532,AB,1.5,"('yellow', 'two')",1244,Ethan (Providence),2
533,AA,1.5,"('Thomas', 'Thomas')",1245,Ethan (Providence),2
534,AB,1.5,"('Thomas', 'yellow')",1246,Ethan (Providence),2
535,AB,1.5,"('broken', 'down')",1247,Ethan (Providence),2
536,AB,1.5,"('gate', 'down')",1248,Ethan (Providence),2
537,AB,1.5,"('gate', 'down')",1249,Ethan (Providence),2
538,AB,1.5,"('train', 'too')",1250,Ethan (Providence),2
539,AB,1.5,"('Thomas', 'engine')",1251,Ethan (Providence),2
540,AA,1.5,"('orange', 'orange')",1252,Ethan (Providence),2
541,AB,1.5,"('tunnel', 'glows')",1253,Ethan (Providence),2
542,AB,1.5,"('more', 'covers')",1254,Ethan (Providence),2
543,AA,1.5,"('mommy', 'mommy')",1255,Ethan (Providence),2
544,AB,1.5,"('hi', 'ho')",1256,Ethan (Providence),2
545,AB,1.5,"('on', 'the')",1257,Ethan (Providence),2
546,AB,1.5,"('Turkey', 'Lurkey')",1258,Ethan (Providence),2
547,AB,1.5,"('Turkey', 'Lurkey')",1259,Ethan (Providence),2
548,AB,1.5,"('basket', 'ball')",1260,Ethan (Providence),2
549,AA,1.5,"('flower', 'flower')",1261,Ethan (Providence),2
550,AA,1.5,"('bye', 'bye')",1262,Ethan (Providence),2
551,AA,1.5,"('open', 'open')",1263,Ethan (Providence),2
552,AA,1.5,"('yellow', 'yellow')",1264,Ethan (Providence),2
553,AB,1.5,"('Big', 'Bird')",1265,Ethan (Providence),2
554,AB,1.5,"('click', 'open')",1266,Ethan (Providence),2
555,AA,1.5,"('bye', 'bye')",1267,Ethan (Providence),2
556,AA,1.5,"('open', 'open')",1268,Ethan (Providence),2
557,AA,1.5,"('bottle', 'bottle')",1269,Ethan (Providence),2
558,AB,1.5,"('Play_Doh', 'flower')",1270,Ethan (Providence),2
559,AA,1.5,"('back', 'back')",1271,Ethan (Providence),2
560,AB,1.5,"(""blue's"", 'clues')",1272,Ethan (Providence),2
561,AB,1.5,"('throw', 'it')",1273,Ethan (Providence),2
562,AB,1.5,"('knead', 'it')",1274,Ethan (Providence),2
563,AB,1.5,"('mark', 'it')",1275,Ethan (Providence),2
564,AB,1.5,"('knead', 'it')",1276,Ethan (Providence),2
565,AB,1.5,"('pizza', 'yummy')",1277,Ethan (Providence),2
566,AA,1.5,"('ear', 'ear')",1278,Ethan (Providence),2
567,AB,1.5,"('ball', 'again')",1279,Ethan (Providence),2
568,AB,1.5,"('a', 'ball')",1280,Ethan (Providence),2
569,AB,1.5,"('knead', 'it')",1281,Ethan (Providence),2
570,AB,1.5,"('E', 'ball')",1282,Ethan (Providence),2
571,AA,1.5,"('ball', 'ball')",1283,Ethan (Providence),2
572,AB,1.5,"('smush', 'it')",1284,Ethan (Providence),2
573,AB,1.5,"('squish', 'it')",1285,Ethan (Providence),2
574,AB,1.5,"('in', 'milk')",1286,Ethan (Providence),2
575,AB,1.5,"('mess', 'down')",1287,Ethan (Providence),2
576,AB,1.5,"('Big', 'Bird')",1288,Ethan (Providence),2
577,AB,1.5,"('Big', 'Bird')",1289,Ethan (Providence),2
578,AB,1.5,"('train', 'song')",1290,Ethan (Providence),2
579,AB,1.5,"('train', 'song')",1291,Ethan (Providence),2
580,AB,1.5,"('train', 'song')",1292,Ethan (Providence),2
581,AB,1.5,"('Elmo', 'said')",1293,Ethan (Providence),2
582,AB,1.5,"('Big', 'Bird')",1294,Ethan (Providence),2
583,AB,1.5,"('train', 'song')",1295,Ethan (Providence),2
584,AB,1.5,"('train', 'song')",1296,Ethan (Providence),2
585,AA,1.5,"('clap', 'clap')",1297,Ethan (Providence),2
586,AB,1.5,"('bottle', 'ball')",1298,Ethan (Providence),2
587,AB,1.5,"('Big', 'Bird')",1299,Ethan (Providence),2
588,AB,1.5,"('train', 'song')",1300,Ethan (Providence),2
589,AB,1.5,"('Elmo', 'train')",1301,Ethan (Providence),2
590,AB,1.5,"('Big', 'Bird')",1302,Ethan (Providence),2
591,AA,1.5,"('bottle', 'bottle')",1303,Ethan (Providence),2
592,AB,1.5,"('dog', 'sound')",1304,Ethan (Providence),2
593,AB,1.5,"('Big', 'Bird')",1305,Ethan (Providence),2
594,AB,1.5,"('Big', 'Bird')",1306,Ethan (Providence),2
595,AB,1.5,"('Big', 'Bird')",1307,Ethan (Providence),2
596,AA,1.5,"('milk', 'milk')",1308,Ethan (Providence),2
597,AB,1.5,"('milk', 'mess')",1309,Ethan (Providence),2
598,AA,1.5,"('more', 'more')",1310,Ethan (Providence),2
599,AB,1.5,"('open', 'door')",1311,Ethan (Providence),2
600,AA,1.5,"('pull', 'pull')",1312,Ethan (Providence),2
601,AB,1.5,"('pull', 'snake')",1313,Ethan (Providence),2
602,AB,1.5,"('walking', 'fool')",1314,Ethan (Providence),2
603,AB,1.5,"('walking', 'fool')",1315,Ethan (Providence),2
604,AB,1.5,"('walking', 'fool')",1316,Ethan (Providence),2
605,AB,1.5,"('backpack', 'too')",1317,Ethan (Providence),2
606,AB,1.5,"('Ethan', 'backpack')",1318,Ethan (Providence),2
607,AB,1.5,"('I', 'spy')",1319,Ethan (Providence),2
608,AB,1.5,"('I', 'spy')",1320,Ethan (Providence),2
609,AB,1.5,"('hat', 'wear')",1321,Ethan (Providence),2
610,AB,1.5,"('my', 'hat')",1322,Ethan (Providence),2
611,AB,1.5,"('people', 'here')",1323,Ethan (Providence),2
612,AB,1.5,"('daddy', 'here')",1324,Ethan (Providence),2
613,AA,1.5,"('pizza', 'pizza')",1325,Ethan (Providence),2
614,AB,1.5,"('mommy', 'here')",1326,Ethan (Providence),2
615,AB,1.5,"('drop', 'it')",1327,Ethan (Providence),2
616,AB,1.5,"('more', 'baby')",1328,Ethan (Providence),2
617,AB,1.5,"('more', 'clothes')",1329,Ethan (Providence),2
618,AA,1.5,"('open', 'open')",1330,Ethan (Providence),2
619,AB,1.5,"('hat', 'clothes')",1331,Ethan (Providence),2
620,AB,1.5,"('more', 'clothes')",1332,Ethan (Providence),2
621,AA,1.5,"('clothes', 'clothes')",1333,Ethan (Providence),2
622,AB,1.5,"('key', 'open')",1334,Ethan (Providence),2
623,AB,1.5,"('key', 'open')",1335,Ethan (Providence),2
624,AA,1.5,"('bye', 'bye')",1336,Ethan (Providence),2
625,AB,1.5,"('a', 'duck')",1337,Ethan (Providence),2
626,AA,1.5,"('bird', 'bird')",1338,Ethan (Providence),2
627,AB,1.5,"('key', 'thank')",1339,Ethan (Providence),2
628,BC,1.5,"('thank', 'you')",1339,Ethan (Providence),2
629,ABC,1.5,"('key', 'thank', 'you')",1339,Ethan (Providence),3
630,AB,1.5,"('gift', 'for')",1340,Ethan (Providence),2
631,BC,1.5,"('for', 'dog')",1340,Ethan (Providence),2
632,ABC,1.5,"('gift', 'for', 'dog')",1340,Ethan (Providence),3
633,AB,1.5,"('oh', 'ooh')",1341,Ethan (Providence),2
634,BB,1.5,"('ooh', 'ooh')",1341,Ethan (Providence),2
635,ABB,1.5,"('oh', 'ooh', 'ooh')",1341,Ethan (Providence),3
636,AA,1.5,"('doggy', 'doggy')",1342,Ethan (Providence),2
637,AA,1.5,"('doggy', 'doggy')",1342,Ethan (Providence),2
638,AAA,1.5,"('doggy', 'doggy', 'doggy')",1342,Ethan (Providence),3
639,AA,1.5,"('open', 'open')",1343,Ethan (Providence),2
640,AB,1.5,"('open', 'that')",1343,Ethan (Providence),2
641,AAB,1.5,"('open', 'open', 'that')",1343,Ethan (Providence),3
642,AB,1.5,"('green', 'blue')",1344,Ethan (Providence),2
643,BC,1.5,"('blue', 'yellow')",1344,Ethan (Providence),2
644,ABC,1.5,"('green', 'blue', 'yellow')",1344,Ethan (Providence),3
645,AB,1.5,"('green', 'yellow')",1345,Ethan (Providence),2
646,BC,1.5,"('yellow', 'two')",1345,Ethan (Providence),2
647,ABC,1.5,"('green', 'yellow', 'two')",1345,Ethan (Providence),3
648,AB,1.5,"('key', 'open')",1346,Ethan (Providence),2
649,BC,1.5,"('open', 'door')",1346,Ethan (Providence),2
650,ABC,1.5,"('key', 'open', 'door')",1346,Ethan (Providence),3
651,AB,1.5,"('Thomas', 'tank')",1347,Ethan (Providence),2
652,BC,1.5,"('tank', 'engine')",1347,Ethan (Providence),2
653,ABC,1.5,"('Thomas', 'tank', 'engine')",1347,Ethan (Providence),3
654,AB,1.5,"('key', 'open')",1348,Ethan (Providence),2
655,BC,1.5,"('open', 'door')",1348,Ethan (Providence),2
656,ABC,1.5,"('key', 'open', 'door')",1348,Ethan (Providence),3
657,AB,1.5,"('key', 'open')",1349,Ethan (Providence),2
658,BC,1.5,"('open', 'door')",1349,Ethan (Providence),2
659,ABC,1.5,"('key', 'open', 'door')",1349,Ethan (Providence),3
660,AB,1.5,"('key', 'open')",1350,Ethan (Providence),2
661,BC,1.5,"('open', 'door')",1350,Ethan (Providence),2
662,ABC,1.5,"('key', 'open', 'door')",1350,Ethan (Providence),3
663,AA,1.5,"('roll', 'roll')",1351,Ethan (Providence),2
664,AA,1.5,"('roll', 'roll')",1351,Ethan (Providence),2
665,AAA,1.5,"('roll', 'roll', 'roll')",1351,Ethan (Providence),3
666,AB,1.5,"('mark', 'it')",1352,Ethan (Providence),2
667,BC,1.5,"('it', 'E')",1352,Ethan (Providence),2
668,ABC,1.5,"('mark', 'it', 'E')",1352,Ethan (Providence),3
669,AA,1.5,"('ball', 'ball')",1353,Ethan (Providence),2
670,AB,1.5,"('ball', 'again')",1353,Ethan (Providence),2
671,AAB,1.5,"('ball', 'ball', 'again')",1353,Ethan (Providence),3
672,AB,1.5,"('and', 'mark')",1354,Ethan (Providence),2
673,BC,1.5,"('mark', 'it')",1354,Ethan (Providence),2
674,ABC,1.5,"('and', 'mark', 'it')",1354,Ethan (Providence),3
675,AB,1.5,"('ball', 'little')",1355,Ethan (Providence),2
676,BA,1.5,"('little', 'ball')",1355,Ethan (Providence),2
677,ABA,1.5,"('ball', 'little', 'ball')",1355,Ethan (Providence),3
678,AB,1.5,"('squish', 'it')",1356,Ethan (Providence),2
679,BA,1.5,"('it', 'squish')",1356,Ethan (Providence),2
680,ABA,1.5,"('squish', 'it', 'squish')",1356,Ethan (Providence),3
681,AB,1.5,"('squish', 'it')",1357,Ethan (Providence),2
682,BC,1.5,"('it', 'little')",1357,Ethan (Providence),2
683,ABC,1.5,"('squish', 'it', 'little')",1357,Ethan (Providence),3
684,AB,1.5,"('big', 'Big')",1358,Ethan (Providence),2
685,BC,1.5,"('Big', 'Bird')",1358,Ethan (Providence),2
686,ABC,1.5,"('big', 'Big', 'Bird')",1358,Ethan (Providence),3
687,AB,1.5,"('Big', ""Bird's"")",1359,Ethan (Providence),2
688,BC,1.5,"(""Bird's"", 'beak')",1359,Ethan (Providence),2
689,ABC,1.5,"('Big', ""Bird's"", 'beak')",1359,Ethan (Providence),3
690,AB,1.5,"('key', 'open')",1360,Ethan (Providence),2
691,BC,1.5,"('open', 'door')",1360,Ethan (Providence),2
692,ABC,1.5,"('key', 'open', 'door')",1360,Ethan (Providence),3
693,AA,1.5,"('walking', 'walking')",1361,Ethan (Providence),2
694,AB,1.5,"('walking', 'fool')",1361,Ethan (Providence),2
695,AAB,1.5,"('walking', 'walking', 'fool')",1361,Ethan (Providence),3
696,AB,1.5,"('hat', 'my')",1362,Ethan (Providence),2
697,BA,1.5,"('my', 'hat')",1362,Ethan (Providence),2
698,ABA,1.5,"('hat', 'my', 'hat')",1362,Ethan (Providence),3
699,AB,1.5,"('hat', 'more')",1363,Ethan (Providence),2
700,BA,1.5,"('more', 'hat')",1363,Ethan (Providence),2
701,ABA,1.5,"('hat', 'more', 'hat')",1363,Ethan (Providence),3
702,AB,1.5,"('hot', 'in')",1364,Ethan (Providence),2
703,BC,1.5,"('in', 'there')",1364,Ethan (Providence),2
704,ABC,1.5,"('hot', 'in', 'there')",1364,Ethan (Providence),3
705,AA,1.5,"('hip', 'hip')",1365,Ethan (Providence),2
706,AA,1.5,"('hip', 'hip')",1365,Ethan (Providence),2
707,AA,1.5,"('hip', 'hip')",1365,Ethan (Providence),2
708,AAA,1.5,"('hip', 'hip', 'hip')",1365,Ethan (Providence),3
709,AAA,1.5,"('hip', 'hip', 'hip')",1365,Ethan (Providence),3
710,AAAA,1.5,"('hip', 'hip', 'hip', 'hip')",1365,Ethan (Providence),4
711,AB,1.5,"('he', 'ho')",1366,Ethan (Providence),2
712,BA,1.5,"('ho', 'he')",1366,Ethan (Providence),2
713,AB,1.5,"('he', 'ho')",1366,Ethan (Providence),2
714,ABA,1.5,"('he', 'ho', 'he')",1366,Ethan (Providence),3
715,BAB,1.5,"('ho', 'he', 'ho')",1366,Ethan (Providence),3
716,ABAB,1.5,"('he', 'ho', 'he', 'ho')",1366,Ethan (Providence),4
717,AB,1.5,"('I', 'spy')",1367,Ethan (Providence),2
718,BA,1.5,"('spy', 'I')",1367,Ethan (Providence),2
719,AB,1.5,"('I', 'spy')",1367,Ethan (Providence),2
720,ABA,1.5,"('I', 'spy', 'I')",1367,Ethan (Providence),3
721,BAB,1.5,"('spy', 'I', 'spy')",1367,Ethan (Providence),3
722,ABAB,1.5,"('I', 'spy', 'I', 'spy')",1367,Ethan (Providence),4
723,AB,1.5,"('crash', 'boom')",1368,Ethan (Providence),2
724,BA,1.5,"('boom', 'crash')",1368,Ethan (Providence),2
725,AB,1.5,"('crash', 'boom')",1368,Ethan (Providence),2
726,ABA,1.5,"('crash', 'boom', 'crash')",1368,Ethan (Providence),3
727,BAB,1.5,"('boom', 'crash', 'boom')",1368,Ethan (Providence),3
728,ABAB,1.5,"('crash', 'boom', 'crash', 'boom')",1368,Ethan (Providence),4
729,AB,1.5,"('knead', 'it')",1369,Ethan (Providence),2
730,BC,1.5,"('it', 'mark')",1369,Ethan (Providence),2
731,CB,1.5,"('mark', 'it')",1369,Ethan (Providence),2
732,ABC,1.5,"('knead', 'it', 'mark')",1369,Ethan (Providence),3
733,BCB,1.5,"('it', 'mark', 'it')",1369,Ethan (Providence),3
734,ABCB,1.5,"('knead', 'it', 'mark', 'it')",1369,Ethan (Providence),4
735,AB,1.5,"('yeah', 'shall')",1370,Ethan (Providence),2
736,BC,1.5,"('shall', 'we')",1370,Ethan (Providence),2
737,CD,1.5,"('we', 'make')",1370,Ethan (Providence),2
738,DE,1.5,"('make', 'the')",1370,Ethan (Providence),2
739,EF,1.5,"('the', 'train')",1370,Ethan (Providence),2
740,FG,1.5,"('train', 'again')",1370,Ethan (Providence),2
741,ABC,1.5,"('yeah', 'shall', 'we')",1370,Ethan (Providence),3
742,BCD,1.5,"('shall', 'we', 'make')",1370,Ethan (Providence),3
743,CDE,1.5,"('we', 'make', 'the')",1370,Ethan (Providence),3
744,DEF,1.5,"('make', 'the', 'train')",1370,Ethan (Providence),3
745,EFG,1.5,"('the', 'train', 'again')",1370,Ethan (Providence),3
746,ABCD,1.5,"('yeah', 'shall', 'we', 'make')",1370,Ethan (Providence),4
747,BCDE,1.5,"('shall', 'we', 'make', 'the')",1370,Ethan (Providence),4
748,CDEF,1.5,"('we', 'make', 'the', 'train')",1370,Ethan (Providence),4
749,DEFG,1.5,"('make', 'the', 'train', 'again')",1370,Ethan (Providence),4
750,AA,1.5,"('key', 'key')",1371,Ethan (Providence),2
751,AA,1.5,"('key', 'key')",1371,Ethan (Providence),2
752,AA,1.5,"('key', 'key')",1371,Ethan (Providence),2
753,AB,1.5,"('key', 'up')",1371,Ethan (Providence),2
754,BC,1.5,"('up', 'and')",1371,Ethan (Providence),2
755,CD,1.5,"('and', 'down')",1371,Ethan (Providence),2
756,AAA,1.5,"('key', 'key', 'key')",1371,Ethan (Providence),3
757,AAA,1.5,"('key', 'key', 'key')",1371,Ethan (Providence),3
758,AAB,1.5,"('key', 'key', 'up')",1371,Ethan (Providence),3
759,ABC,1.5,"('key', 'up', 'and')",1371,Ethan (Providence),3
760,BCD,1.5,"('up', 'and', 'down')",1371,Ethan (Providence),3
761,AAAA,1.5,"('key', 'key', 'key', 'key')",1371,Ethan (Providence),4
762,AAAB,1.5,"('key', 'key', 'key', 'up')",1371,Ethan (Providence),4
763,AABC,1.5,"('key', 'key', 'up', 'and')",1371,Ethan (Providence),4
764,ABCD,1.5,"('key', 'up', 'and', 'down')",1371,Ethan (Providence),4
765,AB,1.5,"('hat', 'when')",1372,Ethan (Providence),2
766,BC,1.5,"('when', 'I')",1372,Ethan (Providence),2
767,CD,1.5,"('I', 'wear')",1372,Ethan (Providence),2
768,DE,1.5,"('wear', 'my')",1372,Ethan (Providence),2
769,EF,1.5,"('my', 'striped')",1372,Ethan (Providence),2
770,FA,1.5,"('striped', 'hat')",1372,Ethan (Providence),2
771,AG,1.5,"('hat', ""I'm"")",1372,Ethan (Providence),2
772,GH,1.5,"(""I'm"", 'the')",1372,Ethan (Providence),2
773,HI,1.5,"('the', 'engineer')",1372,Ethan (Providence),2
774,IJ,1.5,"('engineer', 'and')",1372,Ethan (Providence),2
775,JG,1.5,"('and', ""I'm"")",1372,Ethan (Providence),2
776,GK,1.5,"(""I'm"", 'taking')",1372,Ethan (Providence),2
777,KL,1.5,"('taking', 'a')",1372,Ethan (Providence),2
778,LM,1.5,"('a', 'trip')",1372,Ethan (Providence),2
779,MN,1.5,"('trip', 'on')",1372,Ethan (Providence),2
780,NE,1.5,"('on', 'my')",1372,Ethan (Providence),2
781,EO,1.5,"('my', 'train')",1372,Ethan (Providence),2
782,ABC,1.5,"('hat', 'when', 'I')",1372,Ethan (Providence),3
783,BCD,1.5,"('when', 'I', 'wear')",1372,Ethan (Providence),3
784,CDE,1.5,"('I', 'wear', 'my')",1372,Ethan (Providence),3
785,DEF,1.5,"('wear', 'my', 'striped')",1372,Ethan (Providence),3
786,EFA,1.5,"('my', 'striped', 'hat')",1372,Ethan (Providence),3
787,FAG,1.5,"('striped', 'hat', ""I'm"")",1372,Ethan (Providence),3
788,AGH,1.5,"('hat', ""I'm"", 'the')",1372,Ethan (Providence),3
789,GHI,1.5,"(""I'm"", 'the', 'engineer')",1372,Ethan (Providence),3
