,ngram,age,lookup_index,child,length
21320,"('AUX', 'PRON')",2.0,13381,Naima (Providence),2
21321,"('PRON', 'VERB')",2.0,13381,Naima (Providence),2
21322,"('PRON', 'AUX', 'PRON')",2.0,13381,Naima (Providence),3
21323,"('AUX', 'PRON', 'VERB')",2.0,13381,Naima (Providence),3
21324,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13381,Naima (Providence),4
21325,"('VERB', 'DET')",2.0,13382,Naima (Providence),2
21326,"('DET', 'NOUN')",2.0,13382,Naima (Providence),2
21327,"('VERB', 'DET', 'NOUN')",2.0,13382,Naima (Providence),3
21328,"('VERB', 'DET')",2.0,13383,Naima (Providence),2
21329,"('DET', 'NOUN')",2.0,13383,Naima (Providence),2
21330,"('VERB', 'DET', 'NOUN')",2.0,13383,Naima (Providence),3
21331,"('ADP', 'DET')",2.0,13384,Naima (Providence),2
21332,"('DET', 'NOUN')",2.0,13384,Naima (Providence),2
21333,"('ADP', 'DET', 'NOUN')",2.0,13384,Naima (Providence),3
21334,"('DET', 'VERB')",2.0,13385,Naima (Providence),2
21335,"('VERB', 'ADP')",2.0,13385,Naima (Providence),2
21336,"('DET', 'VERB', 'ADP')",2.0,13385,Naima (Providence),3
21337,"('PRON', 'AUX')",2.0,13386,Naima (Providence),2
21338,"('AUX', 'NOUN')",2.0,13386,Naima (Providence),2
21339,"('NOUN', 'VERB')",2.0,13386,Naima (Providence),2
21340,"('PRON', 'AUX', 'NOUN')",2.0,13386,Naima (Providence),3
21341,"('AUX', 'NOUN', 'VERB')",2.0,13386,Naima (Providence),3
21342,"('PRON', 'AUX', 'NOUN', 'VERB')",2.0,13386,Naima (Providence),4
21343,"('PRON', 'AUX')",2.0,13387,Naima (Providence),2
21344,"('AUX', 'PRON')",2.0,13387,Naima (Providence),2
21345,"('PRON', 'AUX', 'PRON')",2.0,13387,Naima (Providence),3
21346,"('ADV', 'PRON')",2.0,13388,Naima (Providence),2
21347,"('PRON', 'VERB')",2.0,13388,Naima (Providence),2
21348,"('ADV', 'PRON', 'VERB')",2.0,13388,Naima (Providence),3
21349,"('PROPN', 'NOUN')",2.0,13389,Naima (Providence),2
21350,"('NOUN', 'PART')",2.0,13389,Naima (Providence),2
21351,"('PART', 'NOUN')",2.0,13389,Naima (Providence),2
21352,"('PROPN', 'NOUN', 'PART')",2.0,13389,Naima (Providence),3
21353,"('NOUN', 'PART', 'NOUN')",2.0,13389,Naima (Providence),3
21354,"('PROPN', 'NOUN', 'PART', 'NOUN')",2.0,13389,Naima (Providence),4
21355,"('PRON', 'AUX')",2.0,13390,Naima (Providence),2
21356,"('AUX', 'PROPN')",2.0,13390,Naima (Providence),2
21357,"('PROPN', 'VERB')",2.0,13390,Naima (Providence),2
21358,"('PRON', 'AUX', 'PROPN')",2.0,13390,Naima (Providence),3
21359,"('AUX', 'PROPN', 'VERB')",2.0,13390,Naima (Providence),3
21360,"('PRON', 'AUX', 'PROPN', 'VERB')",2.0,13390,Naima (Providence),4
21361,"('PRON', 'AUX')",2.0,13391,Naima (Providence),2
21362,"('AUX', 'PRON')",2.0,13391,Naima (Providence),2
21363,"('PRON', 'VERB')",2.0,13391,Naima (Providence),2
21364,"('PRON', 'AUX', 'PRON')",2.0,13391,Naima (Providence),3
21365,"('AUX', 'PRON', 'VERB')",2.0,13391,Naima (Providence),3
21366,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13391,Naima (Providence),4
21367,"('PRON', 'AUX')",2.0,13392,Naima (Providence),2
21368,"('AUX', 'NOUN')",2.0,13392,Naima (Providence),2
21369,"('NOUN', 'VERB')",2.0,13392,Naima (Providence),2
21370,"('PRON', 'AUX', 'NOUN')",2.0,13392,Naima (Providence),3
21371,"('AUX', 'NOUN', 'VERB')",2.0,13392,Naima (Providence),3
21372,"('PRON', 'AUX', 'NOUN', 'VERB')",2.0,13392,Naima (Providence),4
21373,"('PRON', 'AUX')",2.0,13393,Naima (Providence),2
21374,"('AUX', 'PROPN')",2.0,13393,Naima (Providence),2
21375,"('PROPN', 'VERB')",2.0,13393,Naima (Providence),2
21376,"('PRON', 'AUX', 'PROPN')",2.0,13393,Naima (Providence),3
21377,"('AUX', 'PROPN', 'VERB')",2.0,13393,Naima (Providence),3
21378,"('PRON', 'AUX', 'PROPN', 'VERB')",2.0,13393,Naima (Providence),4
21379,"('NOUN', 'AUX')",2.0,13394,Naima (Providence),2
21380,"('AUX', 'NOUN')",2.0,13394,Naima (Providence),2
21381,"('NOUN', 'AUX', 'NOUN')",2.0,13394,Naima (Providence),3
21382,"('NOUN', 'AUX')",2.0,13395,Naima (Providence),2
21383,"('AUX', 'NOUN')",2.0,13395,Naima (Providence),2
21384,"('NOUN', 'AUX', 'NOUN')",2.0,13395,Naima (Providence),3
21385,"('NOUN', 'AUX')",2.0,13396,Naima (Providence),2
21386,"('AUX', 'NOUN')",2.0,13396,Naima (Providence),2
21387,"('NOUN', 'AUX', 'NOUN')",2.0,13396,Naima (Providence),3
21388,"('NOUN', 'AUX')",2.0,13397,Naima (Providence),2
21389,"('AUX', 'NOUN')",2.0,13397,Naima (Providence),2
21390,"('NOUN', 'AUX', 'NOUN')",2.0,13397,Naima (Providence),3
21391,"('NOUN', 'AUX')",2.0,13398,Naima (Providence),2
21392,"('AUX', 'NOUN')",2.0,13398,Naima (Providence),2
21393,"('NOUN', 'AUX', 'NOUN')",2.0,13398,Naima (Providence),3
21394,"('NOUN', 'AUX')",2.0,13399,Naima (Providence),2
21395,"('AUX', 'NOUN')",2.0,13399,Naima (Providence),2
21396,"('NOUN', 'AUX', 'NOUN')",2.0,13399,Naima (Providence),3
21397,"('NOUN', 'AUX')",2.0,13400,Naima (Providence),2
21398,"('AUX', 'NOUN')",2.0,13400,Naima (Providence),2
21399,"('NOUN', 'AUX', 'NOUN')",2.0,13400,Naima (Providence),3
21400,"('NOUN', 'VERB')",2.0,13401,Naima (Providence),2
21401,"('VERB', 'NOUN')",2.0,13401,Naima (Providence),2
21402,"('NOUN', 'VERB', 'NOUN')",2.0,13401,Naima (Providence),3
21403,"('NOUN', 'VERB')",2.0,13402,Naima (Providence),2
21404,"('VERB', 'NOUN')",2.0,13402,Naima (Providence),2
21405,"('NOUN', 'VERB', 'NOUN')",2.0,13402,Naima (Providence),3
21406,"('NOUN', 'VERB')",2.0,13403,Naima (Providence),2
21407,"('VERB', 'NOUN')",2.0,13403,Naima (Providence),2
21408,"('NOUN', 'VERB', 'NOUN')",2.0,13403,Naima (Providence),3
21409,"('NOUN', 'VERB')",2.0,13404,Naima (Providence),2
21410,"('VERB', 'NOUN')",2.0,13404,Naima (Providence),2
21411,"('NOUN', 'VERB', 'NOUN')",2.0,13404,Naima (Providence),3
21412,"('NOUN', 'ADP')",2.0,13405,Naima (Providence),2
21413,"('ADP', 'PRON')",2.0,13405,Naima (Providence),2
21414,"('NOUN', 'ADP', 'PRON')",2.0,13405,Naima (Providence),3
21415,"('NOUN', 'ADP')",2.0,13406,Naima (Providence),2
21416,"('ADP', 'PRON')",2.0,13406,Naima (Providence),2
21417,"('NOUN', 'ADP', 'PRON')",2.0,13406,Naima (Providence),3
21418,"('NOUN', 'VERB')",2.0,13407,Naima (Providence),2
21419,"('VERB', 'NOUN')",2.0,13407,Naima (Providence),2
21420,"('NOUN', 'VERB', 'NOUN')",2.0,13407,Naima (Providence),3
21421,"('NOUN', 'ADP')",2.0,13408,Naima (Providence),2
21422,"('ADP', 'DET')",2.0,13408,Naima (Providence),2
21423,"('NOUN', 'ADP', 'DET')",2.0,13408,Naima (Providence),3
21424,"('PRON', 'PRON')",2.0,13409,Naima (Providence),2
21425,"('PRON', 'AUX')",2.0,13409,Naima (Providence),2
21426,"('AUX', 'VERB')",2.0,13409,Naima (Providence),2
21427,"('PRON', 'PRON', 'AUX')",2.0,13409,Naima (Providence),3
21428,"('PRON', 'AUX', 'VERB')",2.0,13409,Naima (Providence),3
21429,"('PRON', 'PRON', 'AUX', 'VERB')",2.0,13409,Naima (Providence),4
21430,"('PRON', 'AUX')",2.0,13410,Naima (Providence),2
21431,"('AUX', 'PROPN')",2.0,13410,Naima (Providence),2
21432,"('PROPN', 'VERB')",2.0,13410,Naima (Providence),2
21433,"('PRON', 'AUX', 'PROPN')",2.0,13410,Naima (Providence),3
21434,"('AUX', 'PROPN', 'VERB')",2.0,13410,Naima (Providence),3
21435,"('PRON', 'AUX', 'PROPN', 'VERB')",2.0,13410,Naima (Providence),4
21436,"('PRON', 'AUX')",2.0,13411,Naima (Providence),2
21437,"('AUX', 'PROPN')",2.0,13411,Naima (Providence),2
21438,"('PROPN', 'VERB')",2.0,13411,Naima (Providence),2
21439,"('PRON', 'AUX', 'PROPN')",2.0,13411,Naima (Providence),3
21440,"('AUX', 'PROPN', 'VERB')",2.0,13411,Naima (Providence),3
21441,"('PRON', 'AUX', 'PROPN', 'VERB')",2.0,13411,Naima (Providence),4
21442,"('PART', 'VERB')",2.0,13412,Naima (Providence),2
21443,"('VERB', 'NOUN')",2.0,13412,Naima (Providence),2
21444,"('PART', 'VERB', 'NOUN')",2.0,13412,Naima (Providence),3
21445,"('NOUN', 'VERB')",2.0,13413,Naima (Providence),2
21446,"('VERB', 'NOUN')",2.0,13413,Naima (Providence),2
21447,"('NOUN', 'VERB', 'NOUN')",2.0,13413,Naima (Providence),3
21448,"('PRON', 'VERB')",2.0,13414,Naima (Providence),2
21449,"('VERB', 'PROPN')",2.0,13414,Naima (Providence),2
21450,"('PRON', 'VERB', 'PROPN')",2.0,13414,Naima (Providence),3
21451,"('PART', 'VERB')",2.0,13415,Naima (Providence),2
21452,"('VERB', 'NOUN')",2.0,13415,Naima (Providence),2
21453,"('PART', 'VERB', 'NOUN')",2.0,13415,Naima (Providence),3
21454,"('ADJ', 'NOUN')",2.0,13416,Naima (Providence),2
21455,"('NOUN', 'NOUN')",2.0,13416,Naima (Providence),2
21456,"('ADJ', 'NOUN', 'NOUN')",2.0,13416,Naima (Providence),3
21457,"('PROPN', 'PROPN')",2.0,13417,Naima (Providence),2
21458,"('PROPN', 'PROPN')",2.0,13417,Naima (Providence),2
21459,"('PROPN', 'PROPN', 'PROPN')",2.0,13417,Naima (Providence),3
21460,"('PRON', 'AUX')",2.0,13418,Naima (Providence),2
21461,"('AUX', 'PRON')",2.0,13418,Naima (Providence),2
21462,"('PRON', 'VERB')",2.0,13418,Naima (Providence),2
21463,"('PRON', 'AUX', 'PRON')",2.0,13418,Naima (Providence),3
21464,"('AUX', 'PRON', 'VERB')",2.0,13418,Naima (Providence),3
21465,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13418,Naima (Providence),4
21466,"('PRON', 'AUX')",2.0,13419,Naima (Providence),2
21467,"('AUX', 'PRON')",2.0,13419,Naima (Providence),2
21468,"('PRON', 'VERB')",2.0,13419,Naima (Providence),2
21469,"('PRON', 'AUX', 'PRON')",2.0,13419,Naima (Providence),3
21470,"('AUX', 'PRON', 'VERB')",2.0,13419,Naima (Providence),3
21471,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13419,Naima (Providence),4
21472,"('NOUN', 'VERB')",2.0,13420,Naima (Providence),2
21473,"('VERB', 'NOUN')",2.0,13420,Naima (Providence),2
21474,"('NOUN', 'VERB', 'NOUN')",2.0,13420,Naima (Providence),3
21475,"('VERB', 'NOUN')",2.0,13421,Naima (Providence),2
21476,"('NOUN', 'NOUN')",2.0,13421,Naima (Providence),2
21477,"('VERB', 'NOUN', 'NOUN')",2.0,13421,Naima (Providence),3
21478,"('NOUN', 'AUX')",2.0,13422,Naima (Providence),2
21479,"('AUX', 'VERB')",2.0,13422,Naima (Providence),2
21480,"('NOUN', 'AUX', 'VERB')",2.0,13422,Naima (Providence),3
21481,"('NOUN', 'AUX')",2.0,13423,Naima (Providence),2
21482,"('AUX', 'VERB')",2.0,13423,Naima (Providence),2
21483,"('NOUN', 'AUX', 'VERB')",2.0,13423,Naima (Providence),3
21484,"('PRON', 'AUX')",2.0,13424,Naima (Providence),2
21485,"('AUX', 'DET')",2.0,13424,Naima (Providence),2
21486,"('DET', 'NOUN')",2.0,13424,Naima (Providence),2
21487,"('PRON', 'AUX', 'DET')",2.0,13424,Naima (Providence),3
21488,"('AUX', 'DET', 'NOUN')",2.0,13424,Naima (Providence),3
21489,"('PRON', 'AUX', 'DET', 'NOUN')",2.0,13424,Naima (Providence),4
21490,"('PRON', 'VERB')",2.0,13425,Naima (Providence),2
21491,"('VERB', 'NOUN')",2.0,13425,Naima (Providence),2
21492,"('PRON', 'VERB', 'NOUN')",2.0,13425,Naima (Providence),3
21493,"('PRON', 'AUX')",2.0,13426,Naima (Providence),2
21494,"('AUX', 'PRON')",2.0,13426,Naima (Providence),2
21495,"('PRON', 'VERB')",2.0,13426,Naima (Providence),2
21496,"('PRON', 'AUX', 'PRON')",2.0,13426,Naima (Providence),3
21497,"('AUX', 'PRON', 'VERB')",2.0,13426,Naima (Providence),3
21498,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13426,Naima (Providence),4
21499,"('NOUN', 'NOUN')",2.0,13427,Naima (Providence),2
21500,"('NOUN', 'VERB')",2.0,13427,Naima (Providence),2
21501,"('NOUN', 'NOUN', 'VERB')",2.0,13427,Naima (Providence),3
21502,"('ADV', 'PRON')",2.0,13428,Naima (Providence),2
21503,"('PRON', 'VERB')",2.0,13428,Naima (Providence),2
21504,"('ADV', 'PRON', 'VERB')",2.0,13428,Naima (Providence),3
21505,"('PRON', 'AUX')",2.0,13429,Naima (Providence),2
21506,"('AUX', 'PRON')",2.0,13429,Naima (Providence),2
21507,"('PRON', 'VERB')",2.0,13429,Naima (Providence),2
21508,"('PRON', 'AUX', 'PRON')",2.0,13429,Naima (Providence),3
21509,"('AUX', 'PRON', 'VERB')",2.0,13429,Naima (Providence),3
21510,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13429,Naima (Providence),4
21511,"('NOUN', 'NOUN')",2.0,13430,Naima (Providence),2
21512,"('NOUN', 'NOUN')",2.0,13430,Naima (Providence),2
21513,"('NOUN', 'NOUN', 'NOUN')",2.0,13430,Naima (Providence),3
21514,"('PROPN', 'PROPN')",2.0,13431,Naima (Providence),2
21515,"('PROPN', 'PART')",2.0,13431,Naima (Providence),2
21516,"('PART', 'NOUN')",2.0,13431,Naima (Providence),2
21517,"('PROPN', 'PROPN', 'PART')",2.0,13431,Naima (Providence),3
21518,"('PROPN', 'PART', 'NOUN')",2.0,13431,Naima (Providence),3
21519,"('PROPN', 'PROPN', 'PART', 'NOUN')",2.0,13431,Naima (Providence),4
21520,"('VERB', 'PRON')",2.0,13432,Naima (Providence),2
21521,"('PRON', 'ADP')",2.0,13432,Naima (Providence),2
21522,"('VERB', 'PRON', 'ADP')",2.0,13432,Naima (Providence),3
21523,"('PROPN', 'PROPN')",2.0,13433,Naima (Providence),2
21524,"('PROPN', 'PRON')",2.0,13433,Naima (Providence),2
21525,"('PROPN', 'PROPN', 'PRON')",2.0,13433,Naima (Providence),3
21526,"('PRON', 'ADP')",2.0,13434,Naima (Providence),2
21527,"('ADP', 'NOUN')",2.0,13434,Naima (Providence),2
21528,"('PRON', 'ADP', 'NOUN')",2.0,13434,Naima (Providence),3
21529,"('VERB', 'PRON')",2.0,13435,Naima (Providence),2
21530,"('PRON', 'NOUN')",2.0,13435,Naima (Providence),2
21531,"('VERB', 'PRON', 'NOUN')",2.0,13435,Naima (Providence),3
21532,"('VERB', 'PRON')",2.0,13436,Naima (Providence),2
21533,"('PRON', 'ADV')",2.0,13436,Naima (Providence),2
21534,"('VERB', 'PRON', 'ADV')",2.0,13436,Naima (Providence),3
21535,"('NUM', 'NOUN')",2.0,13437,Naima (Providence),2
21536,"('NOUN', 'DET')",2.0,13437,Naima (Providence),2
21537,"('NUM', 'NOUN', 'DET')",2.0,13437,Naima (Providence),3
21538,"('PRON', 'AUX')",2.0,13438,Naima (Providence),2
21539,"('AUX', 'PRON')",2.0,13438,Naima (Providence),2
21540,"('PRON', 'ADJ')",2.0,13438,Naima (Providence),2
21541,"('PRON', 'AUX', 'PRON')",2.0,13438,Naima (Providence),3
21542,"('AUX', 'PRON', 'ADJ')",2.0,13438,Naima (Providence),3
21543,"('PRON', 'AUX', 'PRON', 'ADJ')",2.0,13438,Naima (Providence),4
21544,"('ADV', 'AUX')",2.0,13439,Naima (Providence),2
21545,"('AUX', 'NOUN')",2.0,13439,Naima (Providence),2
21546,"('NOUN', 'NOUN')",2.0,13439,Naima (Providence),2
21547,"('ADV', 'AUX', 'NOUN')",2.0,13439,Naima (Providence),3
21548,"('AUX', 'NOUN', 'NOUN')",2.0,13439,Naima (Providence),3
21549,"('ADV', 'AUX', 'NOUN', 'NOUN')",2.0,13439,Naima (Providence),4
21550,"('ADV', 'NOUN')",2.0,13440,Naima (Providence),2
21551,"('NOUN', 'VERB')",2.0,13440,Naima (Providence),2
21552,"('ADV', 'NOUN', 'VERB')",2.0,13440,Naima (Providence),3
21553,"('ADV', 'NOUN')",2.0,13441,Naima (Providence),2
21554,"('NOUN', 'NOUN')",2.0,13441,Naima (Providence),2
21555,"('ADV', 'NOUN', 'NOUN')",2.0,13441,Naima (Providence),3
21556,"('ADV', 'NOUN')",2.0,13442,Naima (Providence),2
21557,"('NOUN', 'NOUN')",2.0,13442,Naima (Providence),2
21558,"('ADV', 'NOUN', 'NOUN')",2.0,13442,Naima (Providence),3
21559,"('ADV', 'NOUN')",2.0,13443,Naima (Providence),2
21560,"('NOUN', 'NOUN')",2.0,13443,Naima (Providence),2
21561,"('ADV', 'NOUN', 'NOUN')",2.0,13443,Naima (Providence),3
21562,"('NOUN', 'VERB')",2.0,13444,Naima (Providence),2
21563,"('VERB', 'ADP')",2.0,13444,Naima (Providence),2
21564,"('NOUN', 'VERB', 'ADP')",2.0,13444,Naima (Providence),3
21565,"('NOUN', 'VERB')",2.0,13445,Naima (Providence),2
21566,"('VERB', 'ADV')",2.0,13445,Naima (Providence),2
21567,"('NOUN', 'VERB', 'ADV')",2.0,13445,Naima (Providence),3
21568,"('ADV', 'NOUN')",2.0,13446,Naima (Providence),2
21569,"('NOUN', 'NOUN')",2.0,13446,Naima (Providence),2
21570,"('ADV', 'NOUN', 'NOUN')",2.0,13446,Naima (Providence),3
21571,"('ADV', 'NOUN')",2.0,13447,Naima (Providence),2
21572,"('NOUN', 'NOUN')",2.0,13447,Naima (Providence),2
21573,"('ADV', 'NOUN', 'NOUN')",2.0,13447,Naima (Providence),3
21574,"('NOUN', 'VERB')",2.0,13448,Naima (Providence),2
21575,"('VERB', 'ADP')",2.0,13448,Naima (Providence),2
21576,"('NOUN', 'VERB', 'ADP')",2.0,13448,Naima (Providence),3
21577,"('ADV', 'NOUN')",2.0,13449,Naima (Providence),2
21578,"('NOUN', 'NOUN')",2.0,13449,Naima (Providence),2
21579,"('ADV', 'NOUN', 'NOUN')",2.0,13449,Naima (Providence),3
21580,"('VERB', 'DET')",2.0,13450,Naima (Providence),2
21581,"('DET', 'NOUN')",2.0,13450,Naima (Providence),2
21582,"('VERB', 'DET', 'NOUN')",2.0,13450,Naima (Providence),3
21583,"('NOUN', 'NOUN')",2.0,13451,Naima (Providence),2
21584,"('NOUN', 'ADV')",2.0,13451,Naima (Providence),2
21585,"('NOUN', 'NOUN', 'ADV')",2.0,13451,Naima (Providence),3
21586,"('VERB', 'CCONJ')",2.0,13452,Naima (Providence),2
21587,"('CCONJ', 'VERB')",2.0,13452,Naima (Providence),2
21588,"('VERB', 'CCONJ', 'VERB')",2.0,13452,Naima (Providence),3
21589,"('VERB', 'CCONJ')",2.0,13453,Naima (Providence),2
21590,"('CCONJ', 'VERB')",2.0,13453,Naima (Providence),2
21591,"('VERB', 'CCONJ', 'VERB')",2.0,13453,Naima (Providence),3
21592,"('VERB', 'PRON')",2.0,13454,Naima (Providence),2
21593,"('PRON', 'NOUN')",2.0,13454,Naima (Providence),2
21594,"('VERB', 'PRON', 'NOUN')",2.0,13454,Naima (Providence),3
21595,"('NOUN', 'VERB')",2.0,13455,Naima (Providence),2
21596,"('VERB', 'ADP')",2.0,13455,Naima (Providence),2
21597,"('NOUN', 'VERB', 'ADP')",2.0,13455,Naima (Providence),3
21598,"('NOUN', 'VERB')",2.0,13456,Naima (Providence),2
21599,"('VERB', 'ADP')",2.0,13456,Naima (Providence),2
21600,"('NOUN', 'VERB', 'ADP')",2.0,13456,Naima (Providence),3
21601,"('ADV', 'PRON')",2.0,13457,Naima (Providence),2
21602,"('PRON', 'VERB')",2.0,13457,Naima (Providence),2
21603,"('ADV', 'PRON', 'VERB')",2.0,13457,Naima (Providence),3
21604,"('ADJ', 'NOUN')",2.0,13458,Naima (Providence),2
21605,"('NOUN', 'NOUN')",2.0,13458,Naima (Providence),2
21606,"('ADJ', 'NOUN', 'NOUN')",2.0,13458,Naima (Providence),3
21607,"('VERB', 'DET')",2.0,13459,Naima (Providence),2
21608,"('DET', 'NOUN')",2.0,13459,Naima (Providence),2
21609,"('VERB', 'DET', 'NOUN')",2.0,13459,Naima (Providence),3
21610,"('NOUN', 'VERB')",2.0,13460,Naima (Providence),2
21611,"('VERB', 'ADV')",2.0,13460,Naima (Providence),2
21612,"('NOUN', 'VERB', 'ADV')",2.0,13460,Naima (Providence),3
21613,"('NOUN', 'VERB')",2.0,13461,Naima (Providence),2
21614,"('VERB', 'ADV')",2.0,13461,Naima (Providence),2
21615,"('NOUN', 'VERB', 'ADV')",2.0,13461,Naima (Providence),3
21616,"('PRON', 'VERB')",2.0,13462,Naima (Providence),2
21617,"('VERB', 'NOUN')",2.0,13462,Naima (Providence),2
21618,"('NOUN', 'NOUN')",2.0,13462,Naima (Providence),2
21619,"('PRON', 'VERB', 'NOUN')",2.0,13462,Naima (Providence),3
21620,"('VERB', 'NOUN', 'NOUN')",2.0,13462,Naima (Providence),3
21621,"('PRON', 'VERB', 'NOUN', 'NOUN')",2.0,13462,Naima (Providence),4
21622,"('ADV', 'NOUN')",2.0,13463,Naima (Providence),2
21623,"('NOUN', 'VERB')",2.0,13463,Naima (Providence),2
21624,"('ADV', 'NOUN', 'VERB')",2.0,13463,Naima (Providence),3
21625,"('PRON', 'VERB')",2.0,13464,Naima (Providence),2
21626,"('VERB', 'ADV')",2.0,13464,Naima (Providence),2
21627,"('PRON', 'VERB', 'ADV')",2.0,13464,Naima (Providence),3
21628,"('ADV', 'AUX')",2.0,13465,Naima (Providence),2
21629,"('AUX', 'PRON')",2.0,13465,Naima (Providence),2
21630,"('ADV', 'AUX', 'PRON')",2.0,13465,Naima (Providence),3
21631,"('NOUN', 'ADP')",2.0,13466,Naima (Providence),2
21632,"('ADP', 'ADV')",2.0,13466,Naima (Providence),2
21633,"('NOUN', 'ADP', 'ADV')",2.0,13466,Naima (Providence),3
21634,"('PROPN', 'VERB')",2.0,13467,Naima (Providence),2
21635,"('VERB', 'NOUN')",2.0,13467,Naima (Providence),2
21636,"('PROPN', 'VERB', 'NOUN')",2.0,13467,Naima (Providence),3
21637,"('PROPN', 'PROPN')",2.0,13468,Naima (Providence),2
21638,"('PROPN', 'ADV')",2.0,13468,Naima (Providence),2
21639,"('PROPN', 'PROPN', 'ADV')",2.0,13468,Naima (Providence),3
21640,"('NOUN', 'NOUN')",2.0,13469,Naima (Providence),2
21641,"('NOUN', 'NOUN')",2.0,13469,Naima (Providence),2
21642,"('NOUN', 'NOUN', 'NOUN')",2.0,13469,Naima (Providence),3
21643,"('ADV', 'PRON')",2.0,13470,Naima (Providence),2
21644,"('PRON', 'VERB')",2.0,13470,Naima (Providence),2
21645,"('ADV', 'PRON', 'VERB')",2.0,13470,Naima (Providence),3
21646,"('VERB', 'ADJ')",2.0,13471,Naima (Providence),2
21647,"('ADJ', 'NUM')",2.0,13471,Naima (Providence),2
21648,"('VERB', 'ADJ', 'NUM')",2.0,13471,Naima (Providence),3
21649,"('ADV', 'PRON')",2.0,13472,Naima (Providence),2
21650,"('PRON', 'VERB')",2.0,13472,Naima (Providence),2
21651,"('ADV', 'PRON', 'VERB')",2.0,13472,Naima (Providence),3
21652,"('ADP', 'DET')",2.0,13473,Naima (Providence),2
21653,"('DET', 'NOUN')",2.0,13473,Naima (Providence),2
21654,"('ADP', 'DET', 'NOUN')",2.0,13473,Naima (Providence),3
21655,"('ADV', 'NOUN')",2.0,13474,Naima (Providence),2
21656,"('NOUN', 'NOUN')",2.0,13474,Naima (Providence),2
21657,"('ADV', 'NOUN', 'NOUN')",2.0,13474,Naima (Providence),3
21658,"('VERB', 'PRON')",2.0,13475,Naima (Providence),2
21659,"('PRON', 'ADV')",2.0,13475,Naima (Providence),2
21660,"('VERB', 'PRON', 'ADV')",2.0,13475,Naima (Providence),3
21661,"('PROPN', 'VERB')",2.0,13476,Naima (Providence),2
21662,"('VERB', 'PRON')",2.0,13476,Naima (Providence),2
21663,"('PROPN', 'VERB', 'PRON')",2.0,13476,Naima (Providence),3
21664,"('PROPN', 'VERB')",2.0,13477,Naima (Providence),2
21665,"('VERB', 'PRON')",2.0,13477,Naima (Providence),2
21666,"('PROPN', 'VERB', 'PRON')",2.0,13477,Naima (Providence),3
21667,"('PROPN', 'VERB')",2.0,13478,Naima (Providence),2
21668,"('VERB', 'PRON')",2.0,13478,Naima (Providence),2
21669,"('PROPN', 'VERB', 'PRON')",2.0,13478,Naima (Providence),3
21670,"('ADV', 'AUX')",2.0,13479,Naima (Providence),2
21671,"('AUX', 'PROPN')",2.0,13479,Naima (Providence),2
21672,"('PROPN', 'PART')",2.0,13479,Naima (Providence),2
21673,"('PART', 'NOUN')",2.0,13479,Naima (Providence),2
21674,"('ADV', 'AUX', 'PROPN')",2.0,13479,Naima (Providence),3
21675,"('AUX', 'PROPN', 'PART')",2.0,13479,Naima (Providence),3
21676,"('PROPN', 'PART', 'NOUN')",2.0,13479,Naima (Providence),3
21677,"('ADV', 'AUX', 'PROPN', 'PART')",2.0,13479,Naima (Providence),4
21678,"('AUX', 'PROPN', 'PART', 'NOUN')",2.0,13479,Naima (Providence),4
21679,"('ADP', 'DET')",2.0,13480,Naima (Providence),2
21680,"('DET', 'NOUN')",2.0,13480,Naima (Providence),2
21681,"('ADP', 'DET', 'NOUN')",2.0,13480,Naima (Providence),3
21682,"('VERB', 'ADP')",2.0,13481,Naima (Providence),2
21683,"('ADP', 'NOUN')",2.0,13481,Naima (Providence),2
21684,"('VERB', 'ADP', 'NOUN')",2.0,13481,Naima (Providence),3
21685,"('VERB', 'ADP')",2.0,13482,Naima (Providence),2
21686,"('ADP', 'NOUN')",2.0,13482,Naima (Providence),2
21687,"('VERB', 'ADP', 'NOUN')",2.0,13482,Naima (Providence),3
21688,"('PRON', 'AUX')",2.0,13483,Naima (Providence),2
21689,"('AUX', 'PRON')",2.0,13483,Naima (Providence),2
21690,"('PRON', 'VERB')",2.0,13483,Naima (Providence),2
21691,"('PRON', 'AUX', 'PRON')",2.0,13483,Naima (Providence),3
21692,"('AUX', 'PRON', 'VERB')",2.0,13483,Naima (Providence),3
21693,"('PRON', 'AUX', 'PRON', 'VERB')",2.0,13483,Naima (Providence),4
21694,"('PROPN', 'VERB')",2.0,13484,Naima (Providence),2
21695,"('VERB', 'ADP')",2.0,13484,Naima (Providence),2
21696,"('PROPN', 'VERB', 'ADP')",2.0,13484,Naima (Providence),3
21697,"('PROPN', 'VERB')",2.0,13485,Naima (Providence),2
21698,"('VERB', 'ADP')",2.0,13485,Naima (Providence),2
21699,"('PROPN', 'VERB', 'ADP')",2.0,13485,Naima (Providence),3
21700,"('PRON', 'AUX')",2.0,13486,Naima (Providence),2
21701,"('AUX', 'PROPN')",2.0,13486,Naima (Providence),2
21702,"('PROPN', 'VERB')",2.0,13486,Naima (Providence),2
